# t  tau  phi  dphi  a  H  zppz  N
775.6 9.45156 11.3462 -0.00471 2.48705e+31 0.0802985 8.01779e+60 72.2912
775.7 9.45156 11.3457 -0.00471 2.5071e+31 0.0802952 8.14692e+60 72.2993
775.8 9.45156 11.3452 -0.00471 2.52731e+31 0.0802919 8.27813e+60 72.3073
775.9 9.45156 11.3447 -0.00471 2.54768e+31 0.0802885 8.41144e+60 72.3153
776 9.45156 11.3443 -0.00471 2.56822e+31 0.0802852 8.54689e+60 72.3234
776.1 9.45156 11.3438 -0.00471 2.58892e+31 0.0802819 8.68451e+60 72.3314
776.2 9.45156 11.3433 -0.00471 2.60979e+31 0.0802786 8.82435e+60 72.3394
776.3 9.45156 11.3429 -0.00471 2.63083e+31 0.0802752 8.96643e+60 72.3474
776.4 9.45156 11.3424 -0.00471 2.65203e+31 0.0802719 9.11079e+60 72.3555
776.5 9.45156 11.3419 -0.00471 2.6734e+31 0.0802686 9.25748e+60 72.3635
776.6 9.45156 11.3414 -0.00471 2.69495e+31 0.0802652 9.40651e+60 72.3715
776.7 9.45156 11.341 -0.00471 2.71666e+31 0.0802619 9.55794e+60 72.3795
776.8 9.45156 11.3405 -0.00471 2.73856e+31 0.0802586 9.71181e+60 72.3876
776.9 9.45156 11.34 -0.00471 2.76062e+31 0.0802553 9.86814e+60 72.3956
777 9.45156 11.3396 -0.00471 2.78287e+31 0.0802519 1.0027e+61 72.4036
777.1 9.45156 11.3391 -0.00471 2.80529e+31 0.0802486 1.01884e+61 72.4116
777.2 9.45156 11.3386 -0.00471 2.82789e+31 0.0802453 1.03524e+61 72.4197
777.3 9.45156 11.3381 -0.00471 2.85068e+31 0.080242 1.0519e+61 72.4277
777.4 9.45156 11.3377 -0.00471 2.87364e+31 0.0802386 1.06883e+61 72.4357
777.5 9.45156 11.3372 -0.00471 2.89679e+31 0.0802353 1.08603e+61 72.4437
777.6 9.45156 11.3367 -0.00471 2.92013e+31 0.080232 1.1035e+61 72.4518
777.7 9.45156 11.3363 -0.00471 2.94365e+31 0.0802286 1.12126e+61 72.4598
777.8 9.45156 11.3358 -0.00471 2.96736e+31 0.0802253 1.1393e+61 72.4678
777.9 9.45156 11.3353 -0.00470999 2.99126e+31 0.080222 1.15763e+61 72.4758
778 9.45156 11.3349 -0.00470999 3.01535e+31 0.0802187 1.17626e+61 72.4839
778.1 9.45156 11.3344 -0.00470999 3.03964e+31 0.0802153 1.19518e+61 72.4919
778.2 9.45156 11.3339 -0.00470999 3.06412e+31 0.080212 1.21441e+61 72.4999
778.3 9.45156 11.3334 -0.00470999 3.0888e+31 0.0802087 1.23395e+61 72.5079
778.4 9.45156 11.333 -0.00470999 3.11367e+31 0.0802054 1.2538e+61 72.5159
778.5 9.45156 11.3325 -0.00470999 3.13874e+31 0.080202 1.27397e+61 72.524
778.6 9.45156 11.332 -0.00470999 3.16402e+31 0.0801987 1.29446e+61 72.532
778.7 9.45156 11.3316 -0.00470999 3.18949e+31 0.0801954 1.31528e+61 72.54
778.8 9.45156 11.3311 -0.00470999 3.21517e+31 0.080192 1.33644e+61 72.548
778.9 9.45156 11.3306 -0.00470999 3.24106e+31 0.0801887 1.35793e+61 72.556
779 9.45156 11.3301 -0.00470999 3.26715e+31 0.0801854 1.37977e+61 72.5641
779.1 9.45156 11.3297 -0.00470999 3.29346e+31 0.0801821 1.40196e+61 72.5721
779.2 9.45156 11.3292 -0.00470999 3.31997e+31 0.0801787 1.42451e+61 72.5801
779.3 9.45156 11.3287 -0.00470999 3.3467e+31 0.0801754 1.44741e+61 72.5881
779.4 9.45156 11.3283 -0.00470999 3.37364e+31 0.0801721 1.47069e+61 72.5961
779.5 9.45156 11.3278 -0.00470999 3.40079e+31 0.0801687 1.49434e+61 72.6041
779.6 9.45156 11.3273 -0.00470999 3.42816e+31 0.0801654 1.51836e+61 72.6122
779.7 9.45156 11.3268 -0.00470999 3.45575e+31 0.0801621 1.54278e+61 72.6202
779.8 9.45156 11.3264 -0.00470999 3.48357e+31 0.0801588 1.56758e+61 72.6282
779.9 9.45156 11.3259 -0.00470999 3.5116e+31 0.0801554 1.59278e+61 72.6362
780 9.45156 11.3254 -0.00470999 3.53986e+31 0.0801521 1.61839e+61 72.6442
780.1 9.45156 11.325 -0.00470999 3.56835e+31 0.0801488 1.6444e+61 72.6522
780.2 9.45156 11.3245 -0.00470999 3.59706e+31 0.0801455 1.67084e+61 72.6603
780.3 9.45156 11.324 -0.00470999 3.62601e+31 0.0801421 1.69769e+61 72.6683
780.4 9.45156 11.3235 -0.00470999 3.65518e+31 0.0801388 1.72498e+61 72.6763
780.5 9.45156 11.3231 -0.00470999 3.68459e+31 0.0801355 1.75271e+61 72.6843
780.6 9.45156 11.3226 -0.00470999 3.71424e+31 0.0801321 1.78087e+61 72.6923
780.7 9.45156 11.3221 -0.00470999 3.74412e+31 0.0801288 1.8095e+61 72.7003
780.8 9.45156 11.3217 -0.00470999 3.77424e+31 0.0801255 1.83858e+61 72.7083
780.9 9.45156 11.3212 -0.00470998 3.8046e+31 0.0801222 1.86812e+61 72.7163
781 9.45156 11.3207 -0.00470998 3.83521e+31 0.0801188 1.89814e+61 72.7244
781.1 9.45156 11.3202 -0.00470998 3.86606e+31 0.0801155 1.92864e+61 72.7324
781.2 9.45156 11.3198 -0.00470998 3.89715e+31 0.0801122 1.95963e+61 72.7404
781.3 9.45156 11.3193 -0.00470998 3.9285e+31 0.0801089 1.99112e+61 72.7484
781.4 9.45156 11.3188 -0.00470998 3.9601e+31 0.0801055 2.02311e+61 72.7564
781.5 9.45156 11.3184 -0.00470998 3.99195e+31 0.0801022 2.05561e+61 72.7644
781.6 9.45156 11.3179 -0.00470998 4.02405e+31 0.0800989 2.08863e+61 72.7724
781.7 9.45156 11.3174 -0.00470998 4.05641e+31 0.0800955 2.12218e+61 72.7804
781.8 9.45156 11.317 -0.00470998 4.08903e+31 0.0800922 2.15628e+61 72.7884
781.9 9.45156 11.3165 -0.00470998 4.12191e+31 0.0800889 2.19091e+61 72.7965
782 9.45156 11.316 -0.00470998 4.15506e+31 0.0800856 2.2261e+61 72.8045
782.1 9.45156 11.3155 -0.00470998 4.18846e+31 0.0800822 2.26186e+61 72.8125
782.2 9.45156 11.3151 -0.00470998 4.22214e+31 0.0800789 2.29819e+61 72.8205
782.3 9.45156 11.3146 -0.00470998 4.25609e+31 0.0800756 2.3351e+61 72.8285
782.4 9.45156 11.3141 -0.00470998 4.2903e+31 0.0800722 2.3726e+61 72.8365
782.5 9.45156 11.3137 -0.00470998 4.32479e+31 0.0800689 2.4107e+61 72.8445
782.6 9.45156 11.3132 -0.00470998 4.35956e+31 0.0800656 2.44941e+61 72.8525
782.7 9.45156 11.3127 -0.00470998 4.3946e+31 0.0800623 2.48874e+61 72.8605
782.8 9.45156 11.3122 -0.00470998 4.42993e+31 0.0800589 2.5287e+61 72.8685
782.9 9.45156 11.3118 -0.00470998 4.46554e+31 0.0800556 2.5693e+61 72.8765
783 9.45156 11.3113 -0.00470998 4.50143e+31 0.0800523 2.61056e+61 72.8845
783.1 9.45156 11.3108 -0.00470998 4.53761e+31 0.080049 2.65247e+61 72.8925
783.2 9.45156 11.3104 -0.00470998 4.57407e+31 0.0800456 2.69505e+61 72.9005
783.3 9.45156 11.3099 -0.00470998 4.61083e+31 0.0800423 2.73832e+61 72.9085
783.4 9.45156 11.3094 -0.00470998 4.64789e+31 0.080039 2.78228e+61 72.9166
783.5 9.45156 11.3089 -0.00470998 4.68524e+31 0.0800356 2.82694e+61 72.9246
783.6 9.45156 11.3085 -0.00470998 4.72289e+31 0.0800323 2.87231e+61 72.9326
783.7 9.45156 11.308 -0.00470998 4.76084e+31 0.080029 2.91842e+61 72.9406
783.8 9.45156 11.3075 -0.00470998 4.79909e+31 0.0800257 2.96526e+61 72.9486
783.9 9.45156 11.3071 -0.00470997 4.83765e+31 0.0800223 3.01285e+61 72.9566
784 9.45156 11.3066 -0.00470997 4.87651e+31 0.080019 3.0612e+61 72.9646
784.1 9.45156 11.3061 -0.00470997 4.91569e+31 0.0800157 3.11033e+61 72.9726
784.2 9.45156 11.3056 -0.00470997 4.95518e+31 0.0800124 3.16024e+61 72.9806
784.3 9.45156 11.3052 -0.00470997 4.99499e+31 0.080009 3.21095e+61 72.9886
784.4 9.45156 11.3047 -0.00470997 5.03511e+31 0.0800057 3.26248e+61 72.9966
784.5 9.45156 11.3042 -0.00470997 5.07555e+31 0.0800024 3.31482e+61 73.0046
784.6 9.45156 11.3038 -0.00470997 5.11632e+31 0.079999 3.36801e+61 73.0126
784.7 9.45156 11.3033 -0.00470997 5.15741e+31 0.0799957 3.42205e+61 73.0206
784.8 9.45156 11.3028 -0.00470997 5.19884e+31 0.0799924 3.47695e+61 73.0286
784.9 9.45156 11.3024 -0.00470997 5.24059e+31 0.0799891 3.53273e+61 73.0366
785 9.45156 11.3019 -0.00470997 5.28268e+31 0.0799857 3.5894e+61 73.0446
785.1 9.45156 11.3014 -0.00470997 5.3251e+31 0.0799824 3.64698e+61 73.0526
785.2 9.45156 11.3009 -0.00470997 5.36786e+31 0.0799791 3.70548e+61 73.0606
785.3 9.45156 11.3005 -0.00470997 5.41096e+31 0.0799757 3.76491e+61 73.0686
785.4 9.45156 11.3 -0.00470997 5.45441e+31 0.0799724 3.8253e+61 73.0766
785.5 9.45156 11.2995 -0.00470997 5.4982e+31 0.0799691 3.88665e+61 73.0846
785.6 9.45156 11.2991 -0.00470997 5.54235e+31 0.0799658 3.94899e+61 73.0926
785.7 9.45156 11.2986 -0.00470997 5.58684e+31 0.0799624 4.01232e+61 73.1006
785.8 9.45156 11.2981 -0.00470997 5.6317e+31 0.0799591 4.07666e+61 73.1085
785.9 9.45156 11.2976 -0.00470997 5.67691e+31 0.0799558 4.14203e+61 73.1165
786 9.45156 11.2972 -0.00470997 5.72248e+31 0.0799525 4.20845e+61 73.1245
786.1 9.45156 11.2967 -0.00470997 5.76841e+31 0.0799491 4.27593e+61 73.1325
786.2 9.45156 11.2962 -0.00470997 5.81471e+31 0.0799458 4.34449e+61 73.1405
786.3 9.45156 11.2958 -0.00470997 5.86139e+31 0.0799425 4.41415e+61 73.1485
786.4 9.45156 11.2953 -0.00470997 5.90843e+31 0.0799391 4.48492e+61 73.1565
786.5 9.45156 11.2948 -0.00470997 5.95585e+31 0.0799358 4.55682e+61 73.1645
786.6 9.45156 11.2943 -0.00470997 6.00365e+31 0.0799325 4.62987e+61 73.1725
786.7 9.45156 11.2939 -0.00470997 6.05183e+31 0.0799292 4.70409e+61 73.1805
786.8 9.45156 11.2934 -0.00470996 6.10039e+31 0.0799258 4.7795e+61 73.1885
786.9 9.45156 11.2929 -0.00470996 6.14934e+31 0.0799225 4.85611e+61 73.1965
787 9.45156 11.2925 -0.00470996 6.19869e+31 0.0799192 4.93394e+61 73.2045
787.1 9.45156 11.292 -0.00470996 6.24842e+31 0.0799159 5.01302e+61 73.2125
787.2 9.45156 11.2915 -0.00470996 6.29856e+31 0.0799125 5.09337e+61 73.2205
787.3 9.45156 11.291 -0.00470996 6.34909e+31 0.0799092 5.17499e+61 73.2284
787.4 9.45156 11.2906 -0.00470996 6.40003e+31 0.0799059 5.25793e+61 73.2364
787.5 9.45156 11.2901 -0.00470996 6.45137e+31 0.0799025 5.34219e+61 73.2444
787.6 9.45156 11.2896 -0.00470996 6.50313e+31 0.0798992 5.42779e+61 73.2524
787.7 9.45156 11.2892 -0.00470996 6.55529e+31 0.0798959 5.51476e+61 73.2604
787.8 9.45156 11.2887 -0.00470996 6.60788e+31 0.0798926 5.60313e+61 73.2684
787.9 9.45156 11.2882 -0.00470996 6.66088e+31 0.0798892 5.6929e+61 73.2764
788 9.45156 11.2878 -0.00470996 6.7143e+31 0.0798859 5.78411e+61 73.2844
788.1 9.45156 11.2873 -0.00470996 6.76816e+31 0.0798826 5.87678e+61 73.2924
788.2 9.45156 11.2868 -0.00470996 6.82244e+31 0.0798792 5.97093e+61 73.3004
788.3 9.45156 11.2863 -0.00470996 6.87715e+31 0.0798759 6.06658e+61 73.3083
788.4 9.45156 11.2859 -0.00470996 6.9323e+31 0.0798726 6.16376e+61 73.3163
788.5 9.45156 11.2854 -0.00470996 6.98789e+31 0.0798693 6.26249e+61 73.3243
788.6 9.45156 11.2849 -0.00470996 7.04393e+31 0.0798659 6.3628e+61 73.3323
788.7 9.45156 11.2845 -0.00470996 7.10041e+31 0.0798626 6.46471e+61 73.3403
788.8 9.45156 11.284 -0.00470996 7.15734e+31 0.0798593 6.56825e+61 73.3483
788.9 9.45156 11.2835 -0.00470996 7.21472e+31 0.079856 6.67345e+61 73.3563
789 9.45156 11.283 -0.00470996 7.27257e+31 0.0798526 6.78032e+61 73.3642
789.1 9.45156 11.2826 -0.00470996 7.33087e+31 0.0798493 6.8889e+61 73.3722
789.2 9.45156 11.2821 -0.00470996 7.38964e+31 0.079846 6.99922e+61 73.3802
789.3 9.45156 11.2816 -0.00470996 7.44888e+31 0.0798426 7.11129e+61 73.3882
789.4 9.45156 11.2812 -0.00470996 7.50859e+31 0.0798393 7.22516e+61 73.3962
789.5 9.45156 11.2807 -0.00470996 7.56878e+31 0.079836 7.34085e+61 73.4042
789.6 9.45156 11.2802 -0.00470996 7.62944e+31 0.0798327 7.45838e+61 73.4122
789.7 9.45156 11.2797 -0.00470996 7.69059e+31 0.0798293 7.57779e+61 73.4201
789.8 9.45156 11.2793 -0.00470995 7.75223e+31 0.079826 7.6991e+61 73.4281
789.9 9.45156 11.2788 -0.00470995 7.81436e+31 0.0798227 7.82236e+61 73.4361
790 9.45156 11.2783 -0.00470995 7.87699e+31 0.0798194 7.94758e+61 73.4441
790.1 9.45156 11.2779 -0.00470995 7.94011e+31 0.079816 8.0748e+61 73.4521
790.2 9.45156 11.2774 -0.00470995 8.00374e+31 0.0798127 8.20405e+61 73.46
790.3 9.45156 11.2769 -0.00470995 8.06787e+31 0.0798094 8.33536e+61 73.468
790.4 9.45156 11.2764 -0.00470995 8.13252e+31 0.079806 8.46877e+61 73.476
790.5 9.45156 11.276 -0.00470995 8.19768e+31 0.0798027 8.60431e+61 73.484
790.6 9.45156 11.2755 -0.00470995 8.26336e+31 0.0797994 8.74202e+61 73.492
790.7 9.45156 11.275 -0.00470995 8.32956e+31 0.0797961 8.88192e+61 73.4999
790.8 9.45156 11.2746 -0.00470995 8.39629e+31 0.0797927 9.02405e+61 73.5079
790.9 9.45156 11.2741 -0.00470995 8.46356e+31 0.0797894 9.16845e+61 73.5159
791 9.45156 11.2736 -0.00470995 8.53135e+31 0.0797861 9.31516e+61 73.5239
791.1 9.45156 11.2731 -0.00470995 8.59969e+31 0.0797827 9.46421e+61 73.5319
791.2 9.45156 11.2727 -0.00470995 8.66858e+31 0.0797794 9.61563e+61 73.5398
791.3 9.45156 11.2722 -0.00470995 8.73801e+31 0.0797761 9.76948e+61 73.5478
791.4 9.45156 11.2717 -0.00470995 8.808e+31 0.0797728 9.92577e+61 73.5558
791.5 9.45156 11.2713 -0.00470995 8.87854e+31 0.0797694 1.00846e+62 73.5638
791.6 9.45156 11.2708 -0.00470995 8.94964e+31 0.0797661 1.02459e+62 73.5718
791.7 9.45156 11.2703 -0.00470995 9.02132e+31 0.0797628 1.04098e+62 73.5797
791.8 9.45156 11.2699 -0.00470995 9.09356e+31 0.0797595 1.05763e+62 73.5877
791.9 9.45156 11.2694 -0.00470995 9.16638e+31 0.0797561 1.07455e+62 73.5957
792 9.45156 11.2689 -0.00470995 9.23977e+31 0.0797528 1.09173e+62 73.6037
792.1 9.45156 11.2684 -0.00470995 9.31376e+31 0.0797495 1.10919e+62 73.6116
792.2 9.45156 11.268 -0.00470995 9.38833e+31 0.0797461 1.12693e+62 73.6196
792.3 9.45156 11.2675 -0.00470995 9.4635e+31 0.0797428 1.14496e+62 73.6276
792.4 9.45156 11.267 -0.00470995 9.53926e+31 0.0797395 1.16327e+62 73.6356
792.5 9.45156 11.2666 -0.00470995 9.61563e+31 0.0797362 1.18187e+62 73.6435
792.6 9.45156 11.2661 -0.00470995 9.6926e+31 0.0797328 1.20077e+62 73.6515
792.7 9.45156 11.2656 -0.00470994 9.77019e+31 0.0797295 1.21997e+62 73.6595
792.8 9.45156 11.2651 -0.00470994 9.8484e+31 0.0797262 1.23947e+62 73.6674
792.9 9.45156 11.2647 -0.00470994 9.92723e+31 0.0797229 1.25929e+62 73.6754
793 9.45156 11.2642 -0.00470994 1.00067e+32 0.0797195 1.27942e+62 73.6834
793.1 9.45156 11.2637 -0.00470994 1.00868e+32 0.0797162 1.29988e+62 73.6914
793.2 9.45156 11.2633 -0.00470994 1.01675e+32 0.0797129 1.32066e+62 73.6993
793.3 9.45156 11.2628 -0.00470994 1.02489e+32 0.0797095 1.34177e+62 73.7073
793.4 9.45156 11.2623 -0.00470994 1.03309e+32 0.0797062 1.36322e+62 73.7153
793.5 9.45156 11.2618 -0.00470994 1.04136e+32 0.0797029 1.38501e+62 73.7232
793.6 9.45156 11.2614 -0.00470994 1.04969e+32 0.0796996 1.40714e+62 73.7312
793.7 9.45156 11.2609 -0.00470994 1.05809e+32 0.0796962 1.42963e+62 73.7392
793.8 9.45156 11.2604 -0.00470994 1.06655e+32 0.0796929 1.45248e+62 73.7472
793.9 9.45156 11.26 -0.00470994 1.07509e+32 0.0796896 1.4757e+62 73.7551
794 9.45156 11.2595 -0.00470994 1.08369e+32 0.0796863 1.49928e+62 73.7631
794.1 9.45156 11.259 -0.00470994 1.09236e+32 0.0796829 1.52324e+62 73.7711
794.2 9.45156 11.2585 -0.00470994 1.1011e+32 0.0796796 1.54758e+62 73.779
794.3 9.45156 11.2581 -0.00470994 1.10991e+32 0.0796763 1.57231e+62 73.787
794.4 9.45156 11.2576 -0.00470994 1.11879e+32 0.0796729 1.59743e+62 73.795
794.5 9.45156 11.2571 -0.00470994 1.12773e+32 0.0796696 1.62295e+62 73.8029
794.6 9.45156 11.2567 -0.00470994 1.13675e+32 0.0796663 1.64888e+62 73.8109
794.7 9.45156 11.2562 -0.00470994 1.14585e+32 0.079663 1.67522e+62 73.8189
794.8 9.45156 11.2557 -0.00470994 1.15501e+32 0.0796596 1.70199e+62 73.8268
794.9 9.45156 11.2553 -0.00470994 1.16425e+32 0.0796563 1.72918e+62 73.8348
795 9.45156 11.2548 -0.00470994 1.17356e+32 0.079653 1.7568e+62 73.8428
795.1 9.45156 11.2543 -0.00470994 1.18294e+32 0.0796496 1.78486e+62 73.8507
795.2 9.45156 11.2538 -0.00470994 1.1924e+32 0.0796463 1.81337e+62 73.8587
795.3 9.45156 11.2534 -0.00470994 1.20194e+32 0.079643 1.84233e+62 73.8667
795.4 9.45156 11.2529 -0.00470994 1.21155e+32 0.0796397 1.87176e+62 73.8746
795.5 9.45156 11.2524 -0.00470994 1.22124e+32 0.0796363 1.90165e+62 73.8826
795.6 9.45156 11.252 -0.00470994 1.231e+32 0.079633 1.93202e+62 73.8905
795.7 9.45156 11.2515 -0.00470993 1.24084e+32 0.0796297 1.96287e+62 73.8985
795.8 9.45156 11.251 -0.00470993 1.25076e+32 0.0796264 1.99422e+62 73.9065
795.9 9.45156 11.2505 -0.00470993 1.26076e+32 0.079623 2.02606e+62 73.9144
796 9.45156 11.2501 -0.00470993 1.27084e+32 0.0796197 2.05841e+62 73.9224
796.1 9.45156 11.2496 -0.00470993 1.281e+32 0.0796164 2.09128e+62 73.9304
796.2 9.45156 11.2491 -0.00470993 1.29124e+32 0.079613 2.12466e+62 73.9383
796.3 9.45156 11.2487 -0.00470993 1.30156e+32 0.0796097 2.15859e+62 73.9463
796.4 9.45156 11.2482 -0.00470993 1.31196e+32 0.0796064 2.19305e+62 73.9542
796.5 9.45156 11.2477 -0.00470993 1.32245e+32 0.0796031 2.22806e+62 73.9622
796.6 9.45156 11.2472 -0.00470993 1.33301e+32 0.0795997 2.26362e+62 73.9702
796.7 9.45156 11.2468 -0.00470993 1.34367e+32 0.0795964 2.29976e+62 73.9781
796.8 9.45156 11.2463 -0.00470993 1.35441e+32 0.0795931 2.33646e+62 73.9861
796.9 9.45156 11.2458 -0.00470993 1.36523e+32 0.0795898 2.37376e+62 73.994
797 9.45156 11.2454 -0.00470993 1.37614e+32 0.0795864 2.41164e+62 74.002
797.1 9.45156 11.2449 -0.00470993 1.38713e+32 0.0795831 2.45013e+62 74.01
797.2 9.45156 11.2444 -0.00470993 1.39822e+32 0.0795798 2.48923e+62 74.0179
797.3 9.45156 11.2439 -0.00470993 1.40939e+32 0.0795764 2.52896e+62 74.0259
797.4 9.45156 11.2435 -0.00470993 1.42065e+32 0.0795731 2.56931e+62 74.0338
797.5 9.45156 11.243 -0.00470993 1.432e+32 0.0795698 2.61031e+62 74.0418
797.6 9.45156 11.2425 -0.00470993 1.44344e+32 0.0795665 2.65196e+62 74.0497
797.7 9.45156 11.2421 -0.00470993 1.45497e+32 0.0795631 2.69428e+62 74.0577
797.8 9.45156 11.2416 -0.00470993 1.46659e+32 0.0795598 2.73727e+62 74.0657
797.9 9.45156 11.2411 -0.00470993 1.4783e+32 0.0795565 2.78094e+62 74.0736
798 9.45156 11.2407 -0.00470993 1.49011e+32 0.0795531 2.8253e+62 74.0816
798.1 9.45156 11.2402 -0.00470993 1.50201e+32 0.0795498 2.87038e+62 74.0895
798.2 9.45156 11.2397 -0.00470993 1.51401e+32 0.0795465 2.91616e+62 74.0975
798.3 9.45156 11.2392 -0.00470993 1.5261e+32 0.0795432 2.96268e+62 74.1054
798.4 9.45156 11.2388 -0.00470993 1.53829e+32 0.0795398 3.00994e+62 74.1134
798.5 9.45156 11.2383 -0.00470993 1.55057e+32 0.0795365 3.05795e+62 74.1213
798.6 9.45156 11.2378 -0.00470992 1.56295e+32 0.0795332 3.10672e+62 74.1293
798.7 9.45156 11.2374 -0.00470992 1.57543e+32 0.0795299 3.15627e+62 74.1373
798.8 9.45156 11.2369 -0.00470992 1.58801e+32 0.0795265 3.20661e+62 74.1452
798.9 9.45156 11.2364 -0.00470992 1.60069e+32 0.0795232 3.25775e+62 74.1532
799 9.45156 11.2359 -0.00470992 1.61347e+32 0.0795199 3.3097e+62 74.1611
799.1 9.45156 11.2355 -0.00470992 1.62635e+32 0.0795165 3.36247e+62 74.1691
799.2 9.45156 11.235 -0.00470992 1.63933e+32 0.0795132 3.41609e+62 74.177
799.3 9.45156 11.2345 -0.00470992 1.65242e+32 0.0795099 3.47056e+62 74.185
799.4 9.45156 11.2341 -0.00470992 1.66561e+32 0.0795066 3.52589e+62 74.1929
799.5 9.45156 11.2336 -0.00470992 1.67891e+32 0.0795032 3.58211e+62 74.2009
799.6 9.45156 11.2331 -0.00470992 1.69231e+32 0.0794999 3.63922e+62 74.2088
799.7 9.45156 11.2326 -0.00470992 1.70581e+32 0.0794966 3.69723e+62 74.2168
799.8 9.45156 11.2322 -0.00470992 1.71943e+32 0.0794933 3.75617e+62 74.2247
799.9 9.45156 11.2317 -0.00470992 1.73315e+32 0.0794899 3.81605e+62 74.2327
800 9.45156 11.2312 -0.00470992 1.74698e+32 0.0794866 3.87688e+62 74.2406
800.1 9.45156 11.2308 -0.00470992 1.76092e+32 0.0794833 3.93867e+62 74.2486
800.2 9.45156 11.2303 -0.00470992 1.77498e+32 0.0794799 4.00145e+62 74.2565
800.3 9.45156 11.2298 -0.00470992 1.78914e+32 0.0794766 4.06523e+62 74.2645
800.4 9.45156 11.2293 -0.00470992 1.80341e+32 0.0794733 4.13002e+62 74.2724
800.5 9.45156 11.2289 -0.00470992 1.8178e+32 0.07947 4.19583e+62 74.2804
800.6 9.45156 11.2284 -0.00470992 1.83231e+32 0.0794666 4.2627e+62 74.2883
800.7 9.45156 11.2279 -0.00470992 1.84693e+32 0.0794633 4.33063e+62 74.2962
800.8 9.45156 11.2275 -0.00470992 1.86166e+32 0.07946 4.39963e+62 74.3042
800.9 9.45156 11.227 -0.00470992 1.87651e+32 0.0794567 4.46974e+62 74.3121
801 9.45156 11.2265 -0.00470992 1.89148e+32 0.0794533 4.54095e+62 74.3201
801.1 9.45156 11.2261 -0.00470992 1.90657e+32 0.07945 4.6133e+62 74.328
801.2 9.45156 11.2256 -0.00470992 1.92178e+32 0.0794467 4.6868e+62 74.336
801.3 9.45156 11.2251 -0.00470992 1.9371e+32 0.0794433 4.76147e+62 74.3439
801.4 9.45156 11.2246 -0.00470992 1.95255e+32 0.07944 4.83732e+62 74.3519
801.5 9.45156 11.2242 -0.00470991 1.96813e+32 0.0794367 4.91438e+62 74.3598
801.6 9.45156 11.2237 -0.00470991 1.98382e+32 0.0794334 4.99266e+62 74.3677
801.7 9.45156 11.2232 -0.00470991 1.99964e+32 0.07943 5.07219e+62 74.3757
801.8 9.45156 11.2228 -0.00470991 2.01559e+32 0.0794267 5.15298e+62 74.3836
801.9 9.45156 11.2223 -0.00470991 2.03166e+32 0.0794234 5.23505e+62 74.3916
802 9.45156 11.2218 -0.00470991 2.04786e+32 0.07942 5.31842e+62 74.3995
802.1 9.45156 11.2213 -0.00470991 2.06419e+32 0.0794167 5.40313e+62 74.4075
802.2 9.45156 11.2209 -0.00470991 2.08065e+32 0.0794134 5.48917e+62 74.4154
802.3 9.45156 11.2204 -0.00470991 2.09724e+32 0.0794101 5.57658e+62 74.4233
802.4 9.45156 11.2199 -0.00470991 2.11396e+32 0.0794067 5.66538e+62 74.4313
802.5 9.45156 11.2195 -0.00470991 2.13081e+32 0.0794034 5.75559e+62 74.4392
802.6 9.45156 11.219 -0.00470991 2.1478e+32 0.0794001 5.84724e+62 74.4472
802.7 9.45156 11.2185 -0.00470991 2.16492e+32 0.0793968 5.94033e+62 74.4551
802.8 9.45156 11.218 -0.00470991 2.18217e+32 0.0793934 6.03491e+62 74.463
802.9 9.45156 11.2176 -0.00470991 2.19957e+32 0.0793901 6.13099e+62 74.471
803 9.45156 11.2171 -0.00470991 2.2171e+32 0.0793868 6.22859e+62 74.4789
803.1 9.45156 11.2166 -0.00470991 2.23477e+32 0.0793834 6.32775e+62 74.4869
803.2 9.45156 11.2162 -0.00470991 2.25258e+32 0.0793801 6.42847e+62 74.4948
803.3 9.45156 11.2157 -0.00470991 2.27053e+32 0.0793768 6.5308e+62 74.5027
803.4 9.45156 11.2152 -0.00470991 2.28863e+32 0.0793735 6.63475e+62 74.5107
803.5 9.45156 11.2147 -0.00470991 2.30686e+32 0.0793701 6.74035e+62 74.5186
803.6 9.45156 11.2143 -0.00470991 2.32525e+32 0.0793668 6.84763e+62 74.5265
803.7 9.45156 11.2138 -0.00470991 2.34377e+32 0.0793635 6.95661e+62 74.5345
803.8 9.45156 11.2133 -0.00470991 2.36245e+32 0.0793602 7.06732e+62 74.5424
803.9 9.45156 11.2129 -0.00470991 2.38127e+32 0.0793568 7.17978e+62 74.5504
804 9.45156 11.2124 -0.00470991 2.40024e+32 0.0793535 7.29403e+62 74.5583
804.1 9.45156 11.2119 -0.00470991 2.41937e+32 0.0793502 7.4101e+62 74.5662
804.2 9.45156 11.2114 -0.00470991 2.43864e+32 0.0793468 7.528e+62 74.5742
804.3 9.45156 11.211 -0.00470991 2.45807e+32 0.0793435 7.64778e+62 74.5821
804.4 9.45156 11.2105 -0.0047099 2.47765e+32 0.0793402 7.76946e+62 74.59
804.5 9.45156 11.21 -0.0047099 2.49738e+32 0.0793369 7.89307e+62 74.598
804.6 9.45156 11.2096 -0.0047099 2.51727e+32 0.0793335 8.01863e+62 74.6059
804.7 9.45156 11.2091 -0.0047099 2.53732e+32 0.0793302 8.1462e+62 74.6138
804.8 9.45156 11.2086 -0.0047099 2.55753e+32 0.0793269 8.27578e+62 74.6218
804.9 9.45156 11.2082 -0.0047099 2.5779e+32 0.0793236 8.40742e+62 74.6297
