# t  tau  phi  dphi  a  H  zppz  N
657.5 9.45156 11.9024 -0.00471037 1.50096e+27 0.0842288 3.21165e+52 62.5759
657.6 9.45156 11.902 -0.00471037 1.51366e+27 0.0842254 3.26595e+52 62.5843
657.7 9.45156 11.9015 -0.00471037 1.52646e+27 0.0842221 3.32117e+52 62.5927
657.8 9.45156 11.901 -0.00471037 1.53937e+27 0.0842188 3.37732e+52 62.6012
657.9 9.45156 11.9005 -0.00471037 1.55239e+27 0.0842154 3.43442e+52 62.6096
658 9.45156 11.9001 -0.00471037 1.56552e+27 0.0842121 3.49248e+52 62.618
658.1 9.45156 11.8996 -0.00471037 1.57876e+27 0.0842088 3.55152e+52 62.6264
658.2 9.45156 11.8991 -0.00471037 1.59211e+27 0.0842055 3.61155e+52 62.6349
658.3 9.45156 11.8987 -0.00471037 1.60557e+27 0.0842021 3.6726e+52 62.6433
658.4 9.45156 11.8982 -0.00471037 1.61915e+27 0.0841988 3.73468e+52 62.6517
658.5 9.45156 11.8977 -0.00471037 1.63284e+27 0.0841955 3.7978e+52 62.6601
658.6 9.45156 11.8972 -0.00471037 1.64664e+27 0.0841921 3.86199e+52 62.6685
658.7 9.45156 11.8968 -0.00471037 1.66056e+27 0.0841888 3.92726e+52 62.677
658.8 9.45156 11.8963 -0.00471037 1.6746e+27 0.0841855 3.99363e+52 62.6854
658.9 9.45156 11.8958 -0.00471037 1.68876e+27 0.0841822 4.06112e+52 62.6938
659 9.45156 11.8954 -0.00471037 1.70304e+27 0.0841788 4.12975e+52 62.7022
659.1 9.45156 11.8949 -0.00471036 1.71743e+27 0.0841755 4.19953e+52 62.7106
659.2 9.45156 11.8944 -0.00471036 1.73195e+27 0.0841722 4.27049e+52 62.719
659.3 9.45156 11.8939 -0.00471036 1.74659e+27 0.0841688 4.34265e+52 62.7275
659.4 9.45156 11.8935 -0.00471036 1.76135e+27 0.0841655 4.41602e+52 62.7359
659.5 9.45156 11.893 -0.00471036 1.77624e+27 0.0841622 4.49063e+52 62.7443
659.6 9.45156 11.8925 -0.00471036 1.79125e+27 0.0841589 4.5665e+52 62.7527
659.7 9.45156 11.8921 -0.00471036 1.80639e+27 0.0841555 4.64364e+52 62.7611
659.8 9.45156 11.8916 -0.00471036 1.82165e+27 0.0841522 4.72209e+52 62.7695
659.9 9.45156 11.8911 -0.00471036 1.83705e+27 0.0841489 4.80186e+52 62.778
660 9.45156 11.8907 -0.00471036 1.85257e+27 0.0841456 4.88297e+52 62.7864
660.1 9.45156 11.8902 -0.00471036 1.86823e+27 0.0841422 4.96545e+52 62.7948
660.2 9.45156 11.8897 -0.00471036 1.88401e+27 0.0841389 5.04932e+52 62.8032
660.3 9.45156 11.8892 -0.00471036 1.89993e+27 0.0841356 5.1346e+52 62.8116
660.4 9.45156 11.8888 -0.00471036 1.91598e+27 0.0841322 5.22132e+52 62.82
660.5 9.45156 11.8883 -0.00471036 1.93217e+27 0.0841289 5.3095e+52 62.8284
660.6 9.45156 11.8878 -0.00471036 1.94849e+27 0.0841256 5.39916e+52 62.8369
660.7 9.45156 11.8874 -0.00471036 1.96495e+27 0.0841223 5.49034e+52 62.8453
660.8 9.45156 11.8869 -0.00471036 1.98155e+27 0.0841189 5.58305e+52 62.8537
660.9 9.45156 11.8864 -0.00471036 1.99829e+27 0.0841156 5.67732e+52 62.8621
661 9.45156 11.8859 -0.00471036 2.01517e+27 0.0841123 5.77318e+52 62.8705
661.1 9.45156 11.8855 -0.00471036 2.03219e+27 0.0841089 5.87066e+52 62.8789
661.2 9.45156 11.885 -0.00471036 2.04936e+27 0.0841056 5.96978e+52 62.8873
661.3 9.45156 11.8845 -0.00471036 2.06666e+27 0.0841023 6.07057e+52 62.8957
661.4 9.45156 11.8841 -0.00471036 2.08412e+27 0.084099 6.17305e+52 62.9041
661.5 9.45156 11.8836 -0.00471036 2.10172e+27 0.0840956 6.27726e+52 62.9126
661.6 9.45156 11.8831 -0.00471036 2.11947e+27 0.0840923 6.38323e+52 62.921
661.7 9.45156 11.8826 -0.00471036 2.13737e+27 0.084089 6.49098e+52 62.9294
661.8 9.45156 11.8822 -0.00471036 2.15541e+27 0.0840856 6.60054e+52 62.9378
661.9 9.45156 11.8817 -0.00471036 2.17361e+27 0.0840823 6.71195e+52 62.9462
662 9.45156 11.8812 -0.00471036 2.19197e+27 0.084079 6.82524e+52 62.9546
662.1 9.45156 11.8808 -0.00471036 2.21047e+27 0.0840757 6.94043e+52 62.963
662.2 9.45156 11.8803 -0.00471036 2.22914e+27 0.0840723 7.05756e+52 62.9714
662.3 9.45156 11.8798 -0.00471036 2.24796e+27 0.084069 7.17667e+52 62.9798
662.4 9.45156 11.8793 -0.00471036 2.26693e+27 0.0840657 7.29778e+52 62.9882
662.5 9.45156 11.8789 -0.00471035 2.28607e+27 0.0840623 7.42093e+52 62.9966
662.6 9.45156 11.8784 -0.00471035 2.30537e+27 0.084059 7.54615e+52 63.005
662.7 9.45156 11.8779 -0.00471035 2.32483e+27 0.0840557 7.67348e+52 63.0134
662.8 9.45156 11.8775 -0.00471035 2.34445e+27 0.0840524 7.80295e+52 63.0218
662.9 9.45156 11.877 -0.00471035 2.36424e+27 0.084049 7.9346e+52 63.0303
663 9.45156 11.8765 -0.00471035 2.3842e+27 0.0840457 8.06847e+52 63.0387
663.1 9.45156 11.876 -0.00471035 2.40432e+27 0.0840424 8.20459e+52 63.0471
663.2 9.45156 11.8756 -0.00471035 2.42461e+27 0.0840391 8.343e+52 63.0555
663.3 9.45156 11.8751 -0.00471035 2.44507e+27 0.0840357 8.48374e+52 63.0639
663.4 9.45156 11.8746 -0.00471035 2.4657e+27 0.0840324 8.62685e+52 63.0723
663.5 9.45156 11.8742 -0.00471035 2.48651e+27 0.0840291 8.77237e+52 63.0807
663.6 9.45156 11.8737 -0.00471035 2.50749e+27 0.0840257 8.92034e+52 63.0891
663.7 9.45156 11.8732 -0.00471035 2.52865e+27 0.0840224 9.07079e+52 63.0975
663.8 9.45156 11.8728 -0.00471035 2.54999e+27 0.0840191 9.22378e+52 63.1059
663.9 9.45156 11.8723 -0.00471035 2.5715e+27 0.0840158 9.37934e+52 63.1143
664 9.45156 11.8718 -0.00471035 2.5932e+27 0.0840124 9.53752e+52 63.1227
664.1 9.45156 11.8713 -0.00471035 2.61507e+27 0.0840091 9.69836e+52 63.1311
664.2 9.45156 11.8709 -0.00471035 2.63713e+27 0.0840058 9.86191e+52 63.1395
664.3 9.45156 11.8704 -0.00471035 2.65938e+27 0.0840024 1.00282e+53 63.1479
664.4 9.45156 11.8699 -0.00471035 2.68181e+27 0.0839991 1.01973e+53 63.1563
664.5 9.45156 11.8695 -0.00471035 2.70444e+27 0.0839958 1.03692e+53 63.1647
664.6 9.45156 11.869 -0.00471035 2.72725e+27 0.0839925 1.05441e+53 63.1731
664.7 9.45156 11.8685 -0.00471035 2.75025e+27 0.0839891 1.07218e+53 63.1815
664.8 9.45156 11.868 -0.00471035 2.77345e+27 0.0839858 1.09026e+53 63.1899
664.9 9.45156 11.8676 -0.00471035 2.79684e+27 0.0839825 1.10864e+53 63.1983
665 9.45156 11.8671 -0.00471035 2.82042e+27 0.0839791 1.12733e+53 63.2067
665.1 9.45156 11.8666 -0.00471035 2.84421e+27 0.0839758 1.14633e+53 63.2151
665.2 9.45156 11.8662 -0.00471035 2.86819e+27 0.0839725 1.16566e+53 63.2235
665.3 9.45156 11.8657 -0.00471035 2.89238e+27 0.0839692 1.1853e+53 63.2319
665.4 9.45156 11.8652 -0.00471035 2.91677e+27 0.0839658 1.20528e+53 63.2403
665.5 9.45156 11.8647 -0.00471035 2.94136e+27 0.0839625 1.2256e+53 63.2487
665.6 9.45156 11.8643 -0.00471035 2.96616e+27 0.0839592 1.24625e+53 63.2571
665.7 9.45156 11.8638 -0.00471035 2.99117e+27 0.0839558 1.26726e+53 63.2655
665.8 9.45156 11.8633 -0.00471035 3.01639e+27 0.0839525 1.28861e+53 63.2739
665.9 9.45156 11.8629 -0.00471035 3.04182e+27 0.0839492 1.31033e+53 63.2823
666 9.45156 11.8624 -0.00471034 3.06746e+27 0.0839459 1.33241e+53 63.2906
666.1 9.45156 11.8619 -0.00471034 3.09332e+27 0.0839425 1.35486e+53 63.299
666.2 9.45156 11.8614 -0.00471034 3.11939e+27 0.0839392 1.37769e+53 63.3074
666.3 9.45156 11.861 -0.00471034 3.14568e+27 0.0839359 1.4009e+53 63.3158
666.4 9.45156 11.8605 -0.00471034 3.1722e+27 0.0839326 1.4245e+53 63.3242
666.5 9.45156 11.86 -0.00471034 3.19894e+27 0.0839292 1.4485e+53 63.3326
666.6 9.45156 11.8596 -0.00471034 3.2259e+27 0.0839259 1.47291e+53 63.341
666.7 9.45156 11.8591 -0.00471034 3.25308e+27 0.0839226 1.49772e+53 63.3494
666.8 9.45156 11.8586 -0.00471034 3.2805e+27 0.0839192 1.52295e+53 63.3578
666.9 9.45156 11.8582 -0.00471034 3.30814e+27 0.0839159 1.5486e+53 63.3662
667 9.45156 11.8577 -0.00471034 3.33602e+27 0.0839126 1.57469e+53 63.3746
667.1 9.45156 11.8572 -0.00471034 3.36413e+27 0.0839093 1.60121e+53 63.383
667.2 9.45156 11.8567 -0.00471034 3.39248e+27 0.0839059 1.62818e+53 63.3914
667.3 9.45156 11.8563 -0.00471034 3.42106e+27 0.0839026 1.6556e+53 63.3997
667.4 9.45156 11.8558 -0.00471034 3.44989e+27 0.0838993 1.68348e+53 63.4081
667.5 9.45156 11.8553 -0.00471034 3.47895e+27 0.0838959 1.71184e+53 63.4165
667.6 9.45156 11.8549 -0.00471034 3.50826e+27 0.0838926 1.74066e+53 63.4249
667.7 9.45156 11.8544 -0.00471034 3.53781e+27 0.0838893 1.76997e+53 63.4333
667.8 9.45156 11.8539 -0.00471034 3.56762e+27 0.083886 1.79978e+53 63.4417
667.9 9.45156 11.8534 -0.00471034 3.59767e+27 0.0838826 1.83008e+53 63.4501
668 9.45156 11.853 -0.00471034 3.62797e+27 0.0838793 1.8609e+53 63.4585
668.1 9.45156 11.8525 -0.00471034 3.65853e+27 0.083876 1.89223e+53 63.4669
668.2 9.45156 11.852 -0.00471034 3.68935e+27 0.0838726 1.92409e+53 63.4752
668.3 9.45156 11.8516 -0.00471034 3.72042e+27 0.0838693 1.95648e+53 63.4836
668.4 9.45156 11.8511 -0.00471034 3.75175e+27 0.083866 1.98942e+53 63.492
668.5 9.45156 11.8506 -0.00471034 3.78335e+27 0.0838627 2.02291e+53 63.5004
668.6 9.45156 11.8501 -0.00471034 3.81521e+27 0.0838593 2.05696e+53 63.5088
668.7 9.45156 11.8497 -0.00471034 3.84734e+27 0.083856 2.09158e+53 63.5172
668.8 9.45156 11.8492 -0.00471034 3.87974e+27 0.0838527 2.12679e+53 63.5256
668.9 9.45156 11.8487 -0.00471034 3.91241e+27 0.0838494 2.16258e+53 63.5339
669 9.45156 11.8483 -0.00471034 3.94535e+27 0.083846 2.19898e+53 63.5423
669.1 9.45156 11.8478 -0.00471034 3.97857e+27 0.0838427 2.23599e+53 63.5507
669.2 9.45156 11.8473 -0.00471034 4.01206e+27 0.0838394 2.27362e+53 63.5591
669.3 9.45156 11.8468 -0.00471034 4.04584e+27 0.083836 2.31188e+53 63.5675
669.4 9.45156 11.8464 -0.00471033 4.0799e+27 0.0838327 2.35079e+53 63.5759
669.5 9.45156 11.8459 -0.00471033 4.11425e+27 0.0838294 2.39034e+53 63.5843
669.6 9.45156 11.8454 -0.00471033 4.14888e+27 0.0838261 2.43056e+53 63.5926
669.7 9.45156 11.845 -0.00471033 4.18381e+27 0.0838227 2.47146e+53 63.601
669.8 9.45156 11.8445 -0.00471033 4.21902e+27 0.0838194 2.51304e+53 63.6094
669.9 9.45156 11.844 -0.00471033 4.25453e+27 0.0838161 2.55532e+53 63.6178
670 9.45156 11.8435 -0.00471033 4.29034e+27 0.0838127 2.59831e+53 63.6262
670.1 9.45156 11.8431 -0.00471033 4.32645e+27 0.0838094 2.64203e+53 63.6345
670.2 9.45156 11.8426 -0.00471033 4.36286e+27 0.0838061 2.68647e+53 63.6429
670.3 9.45156 11.8421 -0.00471033 4.39958e+27 0.0838028 2.73166e+53 63.6513
670.4 9.45156 11.8417 -0.00471033 4.4366e+27 0.0837994 2.77761e+53 63.6597
670.5 9.45156 11.8412 -0.00471033 4.47394e+27 0.0837961 2.82433e+53 63.6681
670.6 9.45156 11.8407 -0.00471033 4.51158e+27 0.0837928 2.87184e+53 63.6764
670.7 9.45156 11.8403 -0.00471033 4.54955e+27 0.0837894 2.92014e+53 63.6848
670.8 9.45156 11.8398 -0.00471033 4.58783e+27 0.0837861 2.96925e+53 63.6932
670.9 9.45156 11.8393 -0.00471033 4.62643e+27 0.0837828 3.01919e+53 63.7016
671 9.45156 11.8388 -0.00471033 4.66535e+27 0.0837795 3.06996e+53 63.71
671.1 9.45156 11.8384 -0.00471033 4.7046e+27 0.0837761 3.12158e+53 63.7183
671.2 9.45156 11.8379 -0.00471033 4.74418e+27 0.0837728 3.17408e+53 63.7267
671.3 9.45156 11.8374 -0.00471033 4.78409e+27 0.0837695 3.22745e+53 63.7351
671.4 9.45156 11.837 -0.00471033 4.82433e+27 0.0837661 3.28171e+53 63.7435
671.5 9.45156 11.8365 -0.00471033 4.86491e+27 0.0837628 3.33689e+53 63.7518
671.6 9.45156 11.836 -0.00471033 4.90583e+27 0.0837595 3.393e+53 63.7602
671.7 9.45156 11.8355 -0.00471033 4.94709e+27 0.0837562 3.45004e+53 63.7686
671.8 9.45156 11.8351 -0.00471033 4.9887e+27 0.0837528 3.50804e+53 63.777
671.9 9.45156 11.8346 -0.00471033 5.03066e+27 0.0837495 3.56701e+53 63.7853
672 9.45156 11.8341 -0.00471033 5.07297e+27 0.0837462 3.62698e+53 63.7937
672.1 9.45156 11.8337 -0.00471033 5.11563e+27 0.0837429 3.68794e+53 63.8021
672.2 9.45156 11.8332 -0.00471033 5.15865e+27 0.0837395 3.74993e+53 63.8105
672.3 9.45156 11.8327 -0.00471033 5.20202e+27 0.0837362 3.81296e+53 63.8188
672.4 9.45156 11.8322 -0.00471033 5.24577e+27 0.0837329 3.87705e+53 63.8272
672.5 9.45156 11.8318 -0.00471033 5.28987e+27 0.0837295 3.94221e+53 63.8356
672.6 9.45156 11.8313 -0.00471033 5.33435e+27 0.0837262 4.00846e+53 63.844
672.7 9.45156 11.8308 -0.00471033 5.3792e+27 0.0837229 4.07583e+53 63.8523
672.8 9.45156 11.8304 -0.00471032 5.42442e+27 0.0837196 4.14432e+53 63.8607
672.9 9.45156 11.8299 -0.00471032 5.47003e+27 0.0837162 4.21396e+53 63.8691
673 9.45156 11.8294 -0.00471032 5.51601e+27 0.0837129 4.28477e+53 63.8775
673.1 9.45156 11.8289 -0.00471032 5.56238e+27 0.0837096 4.35677e+53 63.8858
673.2 9.45156 11.8285 -0.00471032 5.60914e+27 0.0837062 4.42997e+53 63.8942
673.3 9.45156 11.828 -0.00471032 5.65629e+27 0.0837029 4.5044e+53 63.9026
673.4 9.45156 11.8275 -0.00471032 5.70383e+27 0.0836996 4.58007e+53 63.9109
673.5 9.45156 11.8271 -0.00471032 5.75177e+27 0.0836963 4.65702e+53 63.9193
673.6 9.45156 11.8266 -0.00471032 5.80011e+27 0.0836929 4.73525e+53 63.9277
673.7 9.45156 11.8261 -0.00471032 5.84885e+27 0.0836896 4.8148e+53 63.936
673.8 9.45156 11.8256 -0.00471032 5.89801e+27 0.0836863 4.89568e+53 63.9444
673.9 9.45156 11.8252 -0.00471032 5.94757e+27 0.0836829 4.97791e+53 63.9528
674 9.45156 11.8247 -0.00471032 5.99755e+27 0.0836796 5.06153e+53 63.9611
674.1 9.45156 11.8242 -0.00471032 6.04795e+27 0.0836763 5.14654e+53 63.9695
674.2 9.45156 11.8238 -0.00471032 6.09877e+27 0.083673 5.23298e+53 63.9779
674.3 9.45156 11.8233 -0.00471032 6.15001e+27 0.0836696 5.32086e+53 63.9863
674.4 9.45156 11.8228 -0.00471032 6.20168e+27 0.0836663 5.41022e+53 63.9946
674.5 9.45156 11.8224 -0.00471032 6.25379e+27 0.083663 5.50107e+53 64.003
674.6 9.45156 11.8219 -0.00471032 6.30632e+27 0.0836597 5.59345e+53 64.0114
674.7 9.45156 11.8214 -0.00471032 6.3593e+27 0.0836563 5.68737e+53 64.0197
674.8 9.45156 11.8209 -0.00471032 6.41273e+27 0.083653 5.78287e+53 64.0281
674.9 9.45156 11.8205 -0.00471032 6.46659e+27 0.0836497 5.87997e+53 64.0364
675 9.45156 11.82 -0.00471032 6.52091e+27 0.0836463 5.97869e+53 64.0448
675.1 9.45156 11.8195 -0.00471032 6.57568e+27 0.083643 6.07907e+53 64.0532
675.2 9.45156 11.8191 -0.00471032 6.63092e+27 0.0836397 6.18113e+53 64.0615
675.3 9.45156 11.8186 -0.00471032 6.68661e+27 0.0836364 6.2849e+53 64.0699
675.4 9.45156 11.8181 -0.00471032 6.74277e+27 0.083633 6.3904e+53 64.0783
675.5 9.45156 11.8176 -0.00471032 6.79939e+27 0.0836297 6.49767e+53 64.0866
675.6 9.45156 11.8172 -0.00471032 6.85649e+27 0.0836264 6.60674e+53 64.095
675.7 9.45156 11.8167 -0.00471032 6.91407e+27 0.083623 6.71763e+53 64.1034
675.8 9.45156 11.8162 -0.00471032 6.97213e+27 0.0836197 6.83039e+53 64.1117
675.9 9.45156 11.8158 -0.00471032 7.03067e+27 0.0836164 6.94503e+53 64.1201
676 9.45156 11.8153 -0.00471032 7.08971e+27 0.0836131 7.06158e+53 64.1284
676.1 9.45156 11.8148 -0.00471032 7.14923e+27 0.0836097 7.18009e+53 64.1368
676.2 9.45156 11.8143 -0.00471031 7.20926e+27 0.0836064 7.30059e+53 64.1452
676.3 9.45156 11.8139 -0.00471031 7.26978e+27 0.0836031 7.4231e+53 64.1535
676.4 9.45156 11.8134 -0.00471031 7.33081e+27 0.0835997 7.54766e+53 64.1619
676.5 9.45156 11.8129 -0.00471031 7.39235e+27 0.0835964 7.67431e+53 64.1702
676.6 9.45156 11.8125 -0.00471031 7.45441e+27 0.0835931 7.80307e+53 64.1786
676.7 9.45156 11.812 -0.00471031 7.51698e+27 0.0835898 7.93399e+53 64.187
676.8 9.45156 11.8115 -0.00471031 7.58008e+27 0.0835864 8.06711e+53 64.1953
676.9 9.45156 11.811 -0.00471031 7.6437e+27 0.0835831 8.20245e+53 64.2037
677 9.45156 11.8106 -0.00471031 7.70786e+27 0.0835798 8.34005e+53 64.212
677.1 9.45156 11.8101 -0.00471031 7.77255e+27 0.0835764 8.47996e+53 64.2204
677.2 9.45156 11.8096 -0.00471031 7.83778e+27 0.0835731 8.62221e+53 64.2288
677.3 9.45156 11.8092 -0.00471031 7.90356e+27 0.0835698 8.76684e+53 64.2371
677.4 9.45156 11.8087 -0.00471031 7.96988e+27 0.0835665 8.91389e+53 64.2455
677.5 9.45156 11.8082 -0.00471031 8.03676e+27 0.0835631 9.0634e+53 64.2538
677.6 9.45156 11.8078 -0.00471031 8.1042e+27 0.0835598 9.21542e+53 64.2622
677.7 9.45156 11.8073 -0.00471031 8.1722e+27 0.0835565 9.36997e+53 64.2705
677.8 9.45156 11.8068 -0.00471031 8.24077e+27 0.0835532 9.52711e+53 64.2789
677.9 9.45156 11.8063 -0.00471031 8.30991e+27 0.0835498 9.68688e+53 64.2872
678 9.45156 11.8059 -0.00471031 8.37963e+27 0.0835465 9.84933e+53 64.2956
678.1 9.45156 11.8054 -0.00471031 8.44993e+27 0.0835432 1.00145e+54 64.304
678.2 9.45156 11.8049 -0.00471031 8.52082e+27 0.0835398 1.01824e+54 64.3123
678.3 9.45156 11.8045 -0.00471031 8.5923e+27 0.0835365 1.03531e+54 64.3207
678.4 9.45156 11.804 -0.00471031 8.66437e+27 0.0835332 1.05267e+54 64.329
678.5 9.45156 11.8035 -0.00471031 8.73705e+27 0.0835299 1.07032e+54 64.3374
678.6 9.45156 11.803 -0.00471031 8.81033e+27 0.0835265 1.08827e+54 64.3457
678.7 9.45156 11.8026 -0.00471031 8.88423e+27 0.0835232 1.10651e+54 64.3541
678.8 9.45156 11.8021 -0.00471031 8.95874e+27 0.0835199 1.12506e+54 64.3624
678.9 9.45156 11.8016 -0.00471031 9.03388e+27 0.0835165 1.14392e+54 64.3708
679 9.45156 11.8012 -0.00471031 9.10964e+27 0.0835132 1.1631e+54 64.3791
679.1 9.45156 11.8007 -0.00471031 9.18604e+27 0.0835099 1.18259e+54 64.3875
679.2 9.45156 11.8002 -0.00471031 9.26307e+27 0.0835066 1.20241e+54 64.3958
679.3 9.45156 11.7997 -0.00471031 9.34074e+27 0.0835032 1.22257e+54 64.4042
679.4 9.45156 11.7993 -0.00471031 9.41907e+27 0.0834999 1.24306e+54 64.4125
679.5 9.45156 11.7988 -0.00471031 9.49804e+27 0.0834966 1.26389e+54 64.4209
679.6 9.45156 11.7983 -0.0047103 9.57768e+27 0.0834932 1.28507e+54 64.4292
679.7 9.45156 11.7979 -0.0047103 9.65798e+27 0.0834899 1.3066e+54 64.4376
679.8 9.45156 11.7974 -0.0047103 9.73895e+27 0.0834866 1.3285e+54 64.4459
679.9 9.45156 11.7969 -0.0047103 9.8206e+27 0.0834833 1.35076e+54 64.4543
680 9.45156 11.7964 -0.0047103 9.90292e+27 0.0834799 1.37339e+54 64.4626
680.1 9.45156 11.796 -0.0047103 9.98594e+27 0.0834766 1.3964e+54 64.471
680.2 9.45156 11.7955 -0.0047103 1.00696e+28 0.0834733 1.4198e+54 64.4793
680.3 9.45156 11.795 -0.0047103 1.0154e+28 0.08347 1.44359e+54 64.4877
680.4 9.45156 11.7946 -0.0047103 1.02392e+28 0.0834666 1.46777e+54 64.496
680.5 9.45156 11.7941 -0.0047103 1.0325e+28 0.0834633 1.49236e+54 64.5044
680.6 9.45156 11.7936 -0.0047103 1.04115e+28 0.08346 1.51736e+54 64.5127
680.7 9.45156 11.7931 -0.0047103 1.04988e+28 0.0834566 1.54278e+54 64.5211
680.8 9.45156 11.7927 -0.0047103 1.05867e+28 0.0834533 1.56862e+54 64.5294
680.9 9.45156 11.7922 -0.0047103 1.06755e+28 0.08345 1.59489e+54 64.5377
681 9.45156 11.7917 -0.0047103 1.07649e+28 0.0834467 1.62161e+54 64.5461
681.1 9.45156 11.7913 -0.0047103 1.08551e+28 0.0834433 1.64877e+54 64.5544
681.2 9.45156 11.7908 -0.0047103 1.09461e+28 0.08344 1.67638e+54 64.5628
681.3 9.45156 11.7903 -0.0047103 1.10378e+28 0.0834367 1.70445e+54 64.5711
681.4 9.45156 11.7899 -0.0047103 1.11303e+28 0.0834333 1.733e+54 64.5795
681.5 9.45156 11.7894 -0.0047103 1.12235e+28 0.08343 1.76202e+54 64.5878
681.6 9.45156 11.7889 -0.0047103 1.13176e+28 0.0834267 1.79152e+54 64.5962
681.7 9.45156 11.7884 -0.0047103 1.14124e+28 0.0834234 1.82152e+54 64.6045
681.8 9.45156 11.788 -0.0047103 1.1508e+28 0.08342 1.85202e+54 64.6128
681.9 9.45156 11.7875 -0.0047103 1.16044e+28 0.0834167 1.88303e+54 64.6212
682 9.45156 11.787 -0.0047103 1.17016e+28 0.0834134 1.91455e+54 64.6295
682.1 9.45156 11.7866 -0.0047103 1.17996e+28 0.08341 1.9466e+54 64.6379
682.2 9.45156 11.7861 -0.0047103 1.18984e+28 0.0834067 1.97919e+54 64.6462
682.3 9.45156 11.7856 -0.0047103 1.19981e+28 0.0834034 2.01232e+54 64.6545
682.4 9.45156 11.7851 -0.0047103 1.20986e+28 0.0834001 2.04601e+54 64.6629
682.5 9.45156 11.7847 -0.0047103 1.21999e+28 0.0833967 2.08026e+54 64.6712
682.6 9.45156 11.7842 -0.0047103 1.2302e+28 0.0833934 2.11508e+54 64.6796
682.7 9.45156 11.7837 -0.0047103 1.24051e+28 0.0833901 2.15048e+54 64.6879
682.8 9.45156 11.7833 -0.0047103 1.25089e+28 0.0833867 2.18647e+54 64.6962
682.9 9.45156 11.7828 -0.00471029 1.26137e+28 0.0833834 2.22306e+54 64.7046
683 9.45156 11.7823 -0.00471029 1.27193e+28 0.0833801 2.26027e+54 64.7129
683.1 9.45156 11.7818 -0.00471029 1.28258e+28 0.0833768 2.29809e+54 64.7213
683.2 9.45156 11.7814 -0.00471029 1.29332e+28 0.0833734 2.33655e+54 64.7296
683.3 9.45156 11.7809 -0.00471029 1.30414e+28 0.0833701 2.37565e+54 64.7379
683.4 9.45156 11.7804 -0.00471029 1.31506e+28 0.0833668 2.4154e+54 64.7463
683.5 9.45156 11.78 -0.00471029 1.32607e+28 0.0833635 2.45581e+54 64.7546
683.6 9.45156 11.7795 -0.00471029 1.33717e+28 0.0833601 2.4969e+54 64.7629
683.7 9.45156 11.779 -0.00471029 1.34837e+28 0.0833568 2.53867e+54 64.7713
683.8 9.45156 11.7785 -0.00471029 1.35965e+28 0.0833535 2.58115e+54 64.7796
683.9 9.45156 11.7781 -0.00471029 1.37103e+28 0.0833501 2.62433e+54 64.7879
684 9.45156 11.7776 -0.00471029 1.38251e+28 0.0833468 2.66823e+54 64.7963
684.1 9.45156 11.7771 -0.00471029 1.39408e+28 0.0833435 2.71286e+54 64.8046
684.2 9.45156 11.7767 -0.00471029 1.40574e+28 0.0833402 2.75824e+54 64.8129
684.3 9.45156 11.7762 -0.00471029 1.41751e+28 0.0833368 2.80438e+54 64.8213
684.4 9.45156 11.7757 -0.00471029 1.42937e+28 0.0833335 2.85128e+54 64.8296
684.5 9.45156 11.7752 -0.00471029 1.44133e+28 0.0833302 2.89897e+54 64.838
684.6 9.45156 11.7748 -0.00471029 1.45339e+28 0.0833268 2.94746e+54 64.8463
684.7 9.45156 11.7743 -0.00471029 1.46555e+28 0.0833235 2.99675e+54 64.8546
684.8 9.45156 11.7738 -0.00471029 1.47782e+28 0.0833202 3.04686e+54 64.8629
684.9 9.45156 11.7734 -0.00471029 1.49018e+28 0.0833169 3.09781e+54 64.8713
685 9.45156 11.7729 -0.00471029 1.50265e+28 0.0833135 3.14962e+54 64.8796
685.1 9.45156 11.7724 -0.00471029 1.51522e+28 0.0833102 3.20228e+54 64.8879
685.2 9.45156 11.772 -0.00471029 1.52789e+28 0.0833069 3.25582e+54 64.8963
685.3 9.45156 11.7715 -0.00471029 1.54068e+28 0.0833035 3.31026e+54 64.9046
685.4 9.45156 11.771 -0.00471029 1.55356e+28 0.0833002 3.36561e+54 64.9129
685.5 9.45156 11.7705 -0.00471029 1.56656e+28 0.0832969 3.42187e+54 64.9213
685.6 9.45156 11.7701 -0.00471029 1.57966e+28 0.0832936 3.47908e+54 64.9296
685.7 9.45156 11.7696 -0.00471029 1.59287e+28 0.0832902 3.53724e+54 64.9379
685.8 9.45156 11.7691 -0.00471029 1.6062e+28 0.0832869 3.59637e+54 64.9463
685.9 9.45156 11.7687 -0.00471029 1.61963e+28 0.0832836 3.65648e+54 64.9546
686 9.45156 11.7682 -0.00471029 1.63317e+28 0.0832803 3.7176e+54 64.9629
686.1 9.45156 11.7677 -0.00471029 1.64683e+28 0.0832769 3.77974e+54 64.9712
686.2 9.45156 11.7672 -0.00471029 1.6606e+28 0.0832736 3.84291e+54 64.9796
686.3 9.45156 11.7668 -0.00471028 1.67449e+28 0.0832703 3.90714e+54 64.9879
686.4 9.45156 11.7663 -0.00471028 1.68849e+28 0.0832669 3.97244e+54 64.9962
686.5 9.45156 11.7658 -0.00471028 1.70261e+28 0.0832636 4.03882e+54 65.0045
686.6 9.45156 11.7654 -0.00471028 1.71684e+28 0.0832603 4.10631e+54 65.0129
686.7 9.45156 11.7649 -0.00471028 1.7312e+28 0.083257 4.17493e+54 65.0212
686.8 9.45156 11.7644 -0.00471028 1.74567e+28 0.0832536 4.24469e+54 65.0295
